year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate,inflation_yoy,gdp_growth_yoy,population_growth_yoy,avg_unemployment_rate
25,12999.833333333334,1215.0,492,612,5050.833333333333,1979.75,0.6079370106666667,0.5985466378666667,550796.3018910896,649479.1669033325,1338787.2514923583,0.5873021165,0.8394238172,-0.012295271908333334,-0.01807544039166667,-0.0007653252666666666,20.81273977738333,24.598908883733333,128570.1283967125,113771.4026927159,101621.6290316328,8648.25,0.66528447125,70.54213720118334,268328.4938011467,0.013011976783333332,0.33333333330000003,0.6666666667,13410859.85921857,13864056.087540971,0.03,168909.8504475978,8367.270226791701,50201.542782264,41834.2725554723,1933201.3028591801,0.001551024475,0.0,0.347761322925,0.14964329340833335,0.00023775558333333335,0.0,0.0,0.64191291515,0.22108391319166668,0.14745258325000002,2.2942277062583334,1.427407416675,0.32478789435,0.1422468103,0.0,-0.14707017177117077,-0.20949268801292564,-0.003984114619912882,0.6079370106666667
26,13121.083333333334,1296.8333333333333,728,343,5218.333333333333,2303.5,0.55889783205,0.557466758475,645629.1327559676,719807.1552321416,1384875.4593705211,0.5356819284666666,0.9838748856,0.013948038400000001,0.033915207325,0.0024451370083333336,18.47020080274167,20.784944879258333,129804.6138626555,117240.3483684529,107847.2817353835,8954.583333333334,0.6823047750166666,72.68014105590834,448059.5461639911,0.019049782208333334,0.33333333330000003,0.6666666667,13450547.998033833,13564595.058753902,0.03,199952.2837757942,14441.9532513822,51203.0944619453,36761.1412105629,1971527.733631155,0.0018545315083333333,0.0,0.33293485968333336,0.14420225688333335,0.0005096128416666666,0.0,0.0,0.6732225964333334,0.21058493419166668,0.09531287361666667,2.1012960892,1.2445357644416666,0.2810922843,0.12790591313333335,0.0,0.17208359524731387,0.17217405153099485,0.009327042654392992,0.55889783205
27,13560.0,1394.1666666666667,788,425,5219.083333333333,2261.5,0.5665599126416667,0.6340485691500001,556511.0881644529,685035.7533590369,1218605.760108694,0.5437472764833334,0.8642304239,-0.008886433191666668,-0.015198556241666666,0.002240139975,17.783780468458335,22.386591890683334,133664.7211215984,122099.7143103047,110764.1550393815,9642.0,0.711422437275,73.05951867369167,426566.4462646581,0.017433874125000002,0.33333333330000003,0.6666666667,13486712.115114072,13483763.115697244,0.03,149917.2755981337,10933.584050906,46428.3207418543,35494.7366909483,2006837.9797908715,0.001628337625,0.0,0.315634511975,0.13757951833333334,0.0,0.0,0.0,0.6891821910166667,0.20326683366666667,0.026163489466666665,2.1703038624,1.359396025975,0.2510891532583333,0.13132057938333333,0.0,-0.12160536207511463,-0.13803287378173368,0.03345125211968014,0.5665599126416667
28,13876.333333333334,1496.9166666666667,817,480,5309.0,2336.75,0.5601186959416667,0.58883090565,549275.2980486731,662840.9506511753,1191290.9318224096,0.5369670483833334,0.7903963751,-0.005544116441666666,-0.006925459800000003,0.002027199,17.079111470008332,21.072095768458333,136457.3865090041,120567.88356577141,108545.6203119936,8901.75,0.6414995778416667,70.700159880975,414991.6484713815,0.02112519875,0.33333333330000003,0.6666666667,13526757.061674403,13524050.148052849,0.03,243342.9283691903,11228.0507720957,49211.1655002401,37983.1147281444,2044548.6576845348,0.0013144497,0.0,0.29866339673333336,0.13029342610833333,0.0,0.0,0.0,0.6362347912083334,0.193022804675,0.0025868206499999997,2.1667503696083332,1.4477347337916668,0.2909625934416667,0.137770247625,0.0,-0.08543329042596093,-0.013002059203610417,0.02332841691248766,0.5601186959416667
29,14275.583333333334,1570.0833333333333,917,429,5333.5,2508.9166666666665,0.5296532540083333,0.5484173385333334,654444.1885412004,696727.7217959547,1322807.581633164,0.504898162125,0.7317490326,-0.00442020275,-0.006978696808333335,0.002851893525,18.979433216708333,20.63222296945,139670.2452569932,128427.0157580903,112688.1699663967,9838.416666666666,0.6885001019166667,70.872046387975,313951.7766191512,0.023270366483333332,0.33333333330000003,0.6666666667,13576640.678787678,13572697.440239588,0.03,333971.1330119648,13045.63828451,62100.0402612413,49054.4019767311,2092076.9629608882,0.0017750372250000003,0.0,0.2848297368916667,0.12398376328333334,0.00015827793333333335,0.0,0.0,0.7019375464000001,0.18041291677500002,0.006242753258333333,1.9358725637166667,1.3741048005416667,0.25565777010833335,0.11673615030833334,0.0,-0.07419991329360542,0.19146845100470533,0.028772009896946837,0.5296532540083333
30,14793.916666666666,1619.3333333333333,1000,492,5366.916666666667,2361.5,0.5599915534000001,0.4626383274416667,733773.1314070679,698889.4566191641,1559979.8398623345,0.5368332141083333,1.2456510819,0.046300989491666666,0.06985287389166667,0.00286861775,20.047062339316668,19.47088316383333,144056.5485624033,123329.2713796922,114157.64223464689,9464.333333333334,0.6391629597166667,69.632031870025,642276.1638369672,0.025203183466666668,0.33333333330000003,0.6666666667,13636966.843210751,13796850.74888447,0.03,341502.125017273,16952.0491001978,73663.7348493932,56711.6857491954,2149796.9423495657,0.0019899206583333337,0.0,0.2739732105416667,0.11964019565,0.000594006975,0.0,0.0,0.7179057435833333,0.16786335875833333,0.019592382108333334,2.216157919275,1.6271272413833333,0.25418561529166667,0.10844081114166666,0.0,0.702292762142833,0.12121574957017645,0.03630908252435683,0.5599915534000001
31,15279.5,1646.8333333333333,1110,582,5318.0,2388.25,0.5509575667083334,0.5167467544666667,718785.9197849125,695247.4013143058,1518543.770212147,0.5273237544166667,1.1112716012,-0.008136011341666666,-0.0037518924333333342,0.002881642566666667,23.183522551016665,22.542151819891668,148024.3879079235,133110.1994867814,121159.8953397315,10507.25,0.688147827075,72.29006504451667,552464.9968166202,0.02802784109166667,0.33333333330000003,0.6666666667,13716839.553698266,13988935.497078976,0.03,210049.9558134636,11128.3386204523,81266.608601687,70138.2699812348,2221227.035755363,0.0019528193083333334,0.0,0.26449755250833334,0.11578218266666668,0.00012950013333333334,0.0,0.0,0.7435293206916667,0.15416482604166667,0.01211825045,1.9291928142750001,1.5074799083166666,0.21502037585,0.10603376806666666,0.0,-0.10787890979473169,-0.020424857467070567,0.03282317619291719,0.5509575667083334
32,16074.083333333334,1744.0833333333333,1288,301,5425.333333333333,2678.3333333333335,0.5062160872,0.585424475425,797058.7531940825,822514.8570532216,1532420.9968214934,0.4802274602,0.9562802919000001,-0.010966669658333332,-0.0005526356416666647,0.005137359275,21.987414193808334,22.953186271008335,154266.1609652161,148926.3979890853,134456.5236276581,12070.416666666666,0.7509328434416668,75.75952255476666,685824.9680812918,0.028174433500000002,0.33333333330000003,0.6666666667,13790635.021447571,13876672.113090897,0.03,310617.30847551726,13541.6146793436,77873.7464353392,64332.131755995404,2285149.082675759,0.0020686347083333336,0.0,0.250008043275,0.11034025364166668,0.0,0.0,0.0,0.7918860236666667,0.1459879037,-0.001985886541666667,1.7505357829083332,1.5470085388,0.18369979258333335,0.09036694135000001,0.0,-0.13947203287894105,0.10889589132824451,0.05200322872694363,0.5062160872
33,16993.166666666668,1869.1666666666667,1409,653,5602.25,3369.5,0.39864103886666663,0.5738286626666667,1680264.1385402482,1219653.2000232057,2610715.064994901,0.366990567225,1.818928455,0.05528201853333334,0.10229997415833335,0.0037294097333333332,30.009966460391666,21.940772869783334,161929.6414775371,120117.5852045077,112506.2160508906,9713.25,0.5723604131333334,59.42833355675833,962817.6455454715,0.04111348301666667,0.33333333330000003,0.6666666667,14175487.800376415,14166913.950636107,0.03,773275.5305878471,60783.2124671502,114699.2283628706,53916.0158957201,2349457.1313014464,0.004136552991666666,0.0,0.23356396295833334,0.10450289946666667,0.0009420902583333334,0.0,0.0,0.8366800138333333,0.13849685343333334,-0.042685991033333336,1.21987847165,1.2449013159333333,0.16736317155000002,0.071566443,0.6342262903916667,0.9020871499777898,1.1080806550418831,0.05717796245509077,0.39864103886666663
34,17569.666666666668,1924.3333333333333,1563,923,5466.416666666667,3663.9166666666665,0.3300416974666667,0.7640275371416667,5411880.104779992,2157664.894089152,7630796.7009237595,0.29478073418333334,2.9267952748,0.04080037966666667,0.128199533775,0.0030321918833333336,81.91156799924167,33.22933535695,166143.2560456613,120367.0009664528,113150.1398074131,10131.083333333334,0.5750499728916667,58.20380592050833,2729606.120614074,0.06609549187500001,0.2222222222,0.6666666667,15243377.438207105,15099304.29426163,0.03,4710905.169942867,322453.566658622,246300.8606990511,24053.3354975974,2386482.0711552002,0.013295018325,0.0,0.21864365923333332,0.09869712511666667,0.0002736417916666667,0.0,0.0,0.9071107363833334,0.12760108775,-0.02729965566666667,1.1209798414416667,1.338239044075,0.11838646360833334,0.047535448225,0.519223789875,0.6090766334182176,2.2208508059224754,0.03392540138683198,0.3300416974666667
35,18675.833333333332,2015.0833333333333,1727,332,5565.75,4882.916666666667,0.12351662406666668,1.3253986568833334,16637131.343627691,4831586.393424154,17974125.051731154,0.077385920075,3.7228024078,0.021120963675000003,0.01589138325,0.00625784275,160.21669611631668,46.46759087903333,174330.3670089289,185899.6557089926,163075.7863394831,16140.5,0.8632371893833334,75.25227159025,3398792.5782743245,0.13373523055833333,0.0,0.33333333330833337,17342708.52146793,20048329.540303733,0.06120157103333334,16003091.583896266,912601.477772631,390694.9965663728,1712.8282166794,2386482.0711552002,0.07067596993333335,0.0,0.20495827330000002,0.0936200163,0.0,0.0,0.0,0.9707014793083334,0.1225064962,0.005726330166666667,0.9652714702083333,1.2980343785416666,0.044370639875,0.017348442808333333,0.3660088744166667,0.27197226258143203,2.074186977818134,0.0629588874765219,0.12351662406666668
36,20221.833333333332,2138.9166666666665,1798,183,5419.916666666667,4793.75,0.11324091473333335,2.0207227778666668,6640696.996583309,2597608.167281505,7416474.286504298,0.07906142223333333,2.7338641999,-0.022036819550000003,-0.014715843650000004,0.006705443916666667,184.43966457748334,74.598426478225,187022.2482675757,201675.2217313872,180432.8159822448,17911.0,0.8873458814416667,77.36965757938334,2885068.7452168055,0.13613008505000002,0.0,0.16666666665000002,18995012.659310576,19921222.24006937,0.06311100662500001,4381272.693780756,125708.3518613774,352079.9508177236,226371.5989563461,2386482.0711552002,0.08838914377500001,0.0,0.19238103191666667,0.08862565161666668,0.029465541491666667,0.0,0.0,0.9948185103083333,0.119332638675,0.005887485266666667,1.0620009306666667,1.5068298585166666,0.04563439595,0.028025286175,0.6376071243416667,-0.2656434856246952,-0.6008508402425512,0.08278077729686317,0.11324091473333335
37,21837.666666666668,2257.25,1846,214,5793.166666666667,5241.166666666667,0.095219704925,1.740252045425,12109673.38002536,4569002.9035508465,12692977.962914232,0.04814144140833334,2.0486233232,-0.022287760841666667,0.042179683125,0.006268914383333333,167.38007071651666,62.973200394975,200748.8617898779,223048.525055605,195245.8877292221,20144.416666666668,0.9214325917666667,77.96977330570833,4652079.175501853,0.12087003930833334,0.0,0.16666666665000002,20543179.329984,20590654.009619255,0.059303629850000004,2907027.3142014006,309082.1803866669,366077.4794639228,66950.8036310789,2386482.0711552002,0.05442535259166667,0.0,0.17983676525,0.08455990115,0.0013661202166666668,0.0,0.0,0.9992576095,0.11804008910000001,0.0008417508333333334,0.9744811267916668,1.45333524565,0.04360329055000001,0.02957941484166667,0.6547244961833333,-0.250649200763178,0.8235545736021208,0.07990538279582315,0.095219704925
38,23484.75,2414.0833333333335,1904,233,5993.333333333333,5657.583333333333,0.05539663729166667,2.1616626072583336,14138438.387379533,6041245.455499713,14366734.38179063,0.016084053533333333,2.6439012837,0.023185532033333334,0.007643761408333334,0.005965026858333333,174.73847900265832,75.30292907416667,215069.6949582146,234581.5183945829,210811.7107013367,22409.333333333332,0.9539242607333334,76.22765641775833,5224524.23781221,0.131008840925,0.0,0.0,21733770.38723308,21682776.543959703,0.08783364516666668,3614282.6601499147,395976.4764124761,354460.6544831108,8049.4556382638,2386482.0711552002,0.051896813016666675,0.0,0.16457535045833335,0.079254945975,0.0,0.0,0.0,1.0,0.11813978233333333,0.0,0.9118037203666667,1.3827546525416665,0.04232205531666667,0.031431927650000004,0.765277945775,0.2905746282191892,0.16753259511528817,0.07542396165646514,0.05539663729166667
39,25195.166666666668,2603.5,1957,209,6202.916666666667,5824.416666666667,0.060558213500000006,2.096755954875,15465163.131000347,6326752.743841619,15733085.423124734,0.016792203158333335,2.8376145305,0.007127800524999999,0.008304602708333332,0.005814815666666667,186.59248866596667,76.16824596154167,230154.754136354,250774.3180896405,225099.234757699,23735.083333333332,0.9427003246083334,77.5468224963,3963367.264083501,0.14167833899166668,0.0,0.13888888887500003,23234177.656671174,23646175.10560657,0.07727254224166667,7306014.4149101935,440887.8905753721,402351.8400354801,40246.3322352638,2386482.0711552002,0.05252510149166667,0.0,0.15082483719166667,0.07375876536666666,0.0,0.0,0.0,0.9998123123083333,0.11716117921666667,0.00021258503333333332,0.9491423805,1.4621331061416667,0.04427236696666667,0.031365360375000005,0.29147776561666666,0.07326795746659198,0.09383813878660718,0.07283095058140576,0.060558213500000006
40,26941.25,2795.6666666666665,2044,287,6516.166666666667,5872.166666666667,0.09926583430833334,1.941625149925,13433583.354532354,4976830.928393065,14169437.149266768,0.051858772941666666,2.5773150337,-0.007221272441666667,-0.020611459716666666,0.005462706633333334,207.92215477755835,77.0845487915,245957.1465566622,269629.417517158,241222.505214204,25772.833333333332,0.95668427075,75.76198815370833,4093291.786545843,0.12775495555000002,0.0,0.16666666665000002,24048056.33231258,24040558.39221781,0.06237085456666667,2151442.534756824,119755.0622077386,457444.4726046844,337689.4103969456,2386482.0711552002,0.033463131916666666,0.0,0.137595451925,0.06847845979166667,0.0,0.0,0.0,0.9990534422166667,0.11800519226666667,0.0010733566416666668,1.120725956125,1.7131641173583334,0.044117648658333335,0.031584199758333334,0.7931815627166667,-0.09173180289365579,-0.131364910881259,0.06930231327437131,0.09926583430833334
41,28709.416666666668,2926.5,2051,353,7083.416666666667,6455.166666666667,0.08975735538333333,1.7251387693583335,16419272.22081007,5506280.909885222,17120204.61059377,0.04184984778333334,3.4155520625999998,0.024152588025,0.027607541025,0.004958998125,199.69569003454168,67.08764634811666,262187.719468101,271955.5316482077,249200.4538419175,25158.083333333332,0.876184747525,74.46073842948333,7372079.684471767,0.149158134725,0.0,0.0,27285093.803793944,28267721.558983278,0.06947136113333334,4998852.797542134,264145.2993514209,525040.9140979118,266318.9658186774,2583264.105072229,0.024460335250000003,0.0,0.12337488388333334,0.06309243268333334,0.0,0.0,0.0,0.9986725147666666,0.11579137464166667,0.0015001293416666665,1.0717455678083334,1.6086172710750002,0.043634546158333336,0.036272673650000004,0.609242177425,0.32523654188158146,0.2222555804717865,0.06563046134335515,0.08975735538333333
42,30433.5,2950.6666666666665,2054,276,7275.166666666667,6706.416666666667,0.07810818049166666,1.4296824356416666,22954327.133082338,5227535.404896585,23704517.841070246,0.029625200608333336,5.0698874256,0.033765176258333335,0.046296692675,0.0048950310250000005,257.5358758748917,58.95774112893333,278311.6504563387,296110.7621005767,268558.0571432484,27412.916666666668,0.9001750524416666,76.3685614581,7087554.025127716,0.16852499510833333,0.0,0.13888888888333337,29372518.61944915,29335289.152555075,0.079933691325,6718383.634161212,742128.7761672296,884471.2688712102,143343.6019882343,2754816.706153842,0.030783113475000002,0.0,0.11041889358333334,0.05920757561666667,0.0,0.0,0.0,0.9935776873166667,0.11122157631666667,0.0072216101750000004,0.835606597875,1.2495854511,0.04335068055,0.05034656671666667,0.14979730068333333,0.48435372457496095,0.3980112409604626,0.060052886248124215,0.07810818049166666
43,32208.916666666668,2997.25,2089,279,7250.916666666667,6530.25,0.0993997996,1.6438344898666666,26748320.93115772,5949921.180076166,28235808.066599194,0.051999789058333336,3.8263468239,-0.022250375308333334,-0.0017978441666666664,0.004704470833333333,330.58733639260834,74.5733110749,295436.4185203759,329434.5490904588,290219.717525499,30670.083333333332,0.9523435046750001,77.68853221491666,8569376.166703455,0.16550702869166667,0.0,0.33333333332500004,34527818.12006585,41150054.237497486,0.056956565300000005,23751756.38130631,737556.1740062241,1049930.0528116697,312373.8788054456,3060359.4660781636,0.032779044875,0.0,0.1008665655,0.055831263325,0.007491458675,0.0,0.0,0.9930882483,0.106241950925,0.007736828841666667,0.80161207705,1.2778182394333333,0.044392886066666665,0.05254441869166667,0.23475943955,-0.24527972661105635,0.16528447016019854,0.05833757755981628,0.0993997996
44,33767.166666666664,3082.1666666666665,2042,668,7403.833333333333,6827.0,0.07853006404166667,1.6339507155666666,37085682.118009195,6851191.078578742,38332485.35577801,0.03003164635,6.471465609,0.045378290158333334,0.04901356806666667,0.003400490416666667,410.11380377747497,75.96719463483333,311319.3513915762,298982.3768827619,278809.9819702614,27653.333333333332,0.8183215846166667,68.14488970508333,11112634.003712654,0.18830170773333332,0.0,0.47222222222500004,41205251.31202573,41186462.11659109,0.080509985675,27000590.197955564,1355399.2682382301,1288694.3037248638,29537.517318092898,3143590.113531065,0.040771806833333334,0.0,0.09194165620833333,0.05274735730833333,0.009615606866666668,0.0,0.0,0.9940797807666667,0.10212853572500001,0.006593587508333334,0.6934359482833333,1.1383702037749999,0.04205490265,0.046539060641666664,0.094313668425,0.6912909118896771,0.38646766701569013,0.048379460139143626,0.07853006404166667
45,35434.5,3234.8333333333335,2169,294,7380.916666666667,6782.333333333333,0.08172740306666666,1.952077975858333,40378420.12066797,7110377.625096398,41921966.61974051,0.035352039833333335,4.8271814522,-0.021289617216666668,-0.018417521850000004,0.0044294320000000005,532.3753034570417,95.34251771727499,327897.1248706889,368510.4664913292,323603.5671951077,34027.5,0.9604442008666667,78.5546777108,5615009.395411424,0.13159412743333335,0.0,0.5000000000000001,44754832.9097188,44524330.93325663,0.068050544775,29773581.774106972,705715.8303340313,1525312.006706021,819596.1763719897,3772864.971648497,0.04274649088333334,0.0,0.08264062683333333,0.04909312215,0.00049603175,0.0,0.0,0.9966865541750001,0.09921608208333334,0.0036791886750000002,0.7200430456916668,1.223889306775,0.04142920475833334,0.05732404898333334,0.22283646102500002,-0.2540821903639974,0.08878731129121631,0.049377353741060226,0.08172740306666666
46,37249.916666666664,3409.8333333333335,2248,367,7749.5,7161.583333333333,0.07575587545,1.8726578011750001,39539653.1958267,6068205.06076012,40826665.25849883,0.032299078675,5.0795226001,0.008540180558333332,0.014310946,0.0042190608000000004,605.89052510625,93.11077541826666,346254.3557482256,378097.19059131714,333804.4676415509,34291.75,0.9195311318,75.34941159319168,8659412.763466477,0.093859749675,0.194444444425,0.38888888886666667,49094680.72076449,49756283.45666279,0.08754592370000001,13166679.414065838,246841.4759728614,1752248.7232357427,1505407.2472628814,5281712.492159754,0.03625065176666667,0.0,0.07372046711666667,0.044836773308333334,0.0,0.0,0.0,0.9981840383416666,0.09680254924166666,0.0020105066166666665,0.7937514588000001,1.3313745505333334,0.037364031208333336,0.09194692441666667,0.5189848834583334,0.052275049197704204,-0.020772653371149086,0.05123302619386938,0.07575587545
47,39273.75,3626.5833333333335,2415,357,8344.75,7650.666666666667,0.082623440075,2.09608172515,50042806.33017294,8907978.831988258,51983296.45675804,0.04137590061666667,5.762194523,0.0134490903,0.040090720041666666,0.0043845604166666665,568.633373490875,104.38272219964166,366454.7919561155,397635.4292280701,359883.4218291406,37721.0,0.960365405075,77.51948106209167,6486005.842212811,0.06683339949166667,0.44444444443333336,0.58333333335,54581386.93272879,55894507.96955596,0.081620879925,25482440.817701675,462337.605325212,1642622.215210782,1180284.60988557,6515011.261365971,0.041533122225,0.0,0.06478351543333334,0.04039505639166666,0.0,0.0,0.0,0.9990902370916667,0.09350157710000001,0.0010030529916666667,0.6189803962166667,1.0167222318416667,0.034593979500000004,0.12796532050833334,0.6537068198416667,0.13439686691945418,0.2656359448153889,0.054331217743216476,0.082623440075
48,41446.416666666664,3851.1666666666665,2594,341,9220.916666666666,8035.166666666667,0.12891359008333333,2.6115177823,72061448.57751772,14409700.390034981,79067689.89245579,0.08425733303333334,4.8934769831,-0.012697178708333333,0.0026738164500000015,0.004550300075,635.4168749965751,126.85930900410834,387957.1098383142,428029.3987851552,380838.2283105267,39019.833333333336,0.9416932803166667,78.25258074540834,9419570.329678893,0.12278579337500001,0.1111111111,0.6111111111333334,60290959.940780476,59378165.88794032,0.05340337794166666,46151074.25553283,2180558.237314507,1605491.6604136473,100739.1912983555,6616206.719697833,0.058624171941666664,0.0,0.05640536695,0.036129592675,0.0,0.0,0.0,0.9985487495083333,0.08932655468333334,0.0015930045083333334,0.6751051295666667,1.0754021216416667,0.030711982125,0.17230011997500003,0.1144506554,-0.15076157815090818,0.43999615253529045,0.055321090210806556,0.12891359008333333
49,43761.416666666664,4123.583333333333,2810,453,9339.25,7800.166666666667,0.16524902805833333,2.6550924946666665,46277065.06208581,10689357.604925737,52768129.30859055,0.12131476639166668,4.7329554862,0.0010212045499999984,-0.015380421533333336,0.004509051108333334,604.968214901025,141.21903731713334,410781.2666512427,440854.4007667741,396696.0069356599,40295.5,0.92101738535,76.34807610758334,9150324.20003575,0.10211038456666667,0.24999999997500003,0.44444444443333336,64152094.96292739,64853267.303277224,0.06057907818333333,6099499.41485939,443562.032089563,1347600.3241322897,960993.7612919051,6788788.216151349,0.036605781075,0.0,0.048511657816666665,0.03224004884166667,0.0,0.0,0.0,0.996182600025,0.08528331461666668,0.004178047458333333,0.872799796525,1.3363233158333332,0.039356080575,0.20430075348333335,0.63098819595,-0.032803157643200076,-0.35781106298043974,0.05585525085602505,0.16524902805833333
50,46240.666666666664,4456.916666666667,2716,414,10830.25,8658.25,0.198869205575,2.847614706016667,52968864.22627058,12912699.130977163,62856167.44855838,0.15979669288333334,3.3427182896,-0.027604375841666667,-0.027442418825,0.0041805289333333336,573.4323167830167,143.206883448075,435241.3071053874,481054.6907610244,418926.1538609899,42799.416666666664,0.9259352461666667,77.792050056425,5514621.555334881,0.074004416625,0.33333333330000003,0.5000000000000001,67824789.269181,67911664.2791857,0.04647557626666667,5232279.339217971,309614.1757491363,1394457.0041511664,1084842.82840203,7868426.536627655,0.04006131864166667,0.0,0.040966234125,0.028199659683333336,0.0,0.0,0.0,0.9813367005916667,0.07793467421666667,0.020209355600000003,0.8932445783083334,1.312687551725,0.10100079195,0.25068781707500004,0.8416675308333333,-0.2937355317736561,0.1446029292308615,0.05665378748783656,0.198869205575
